UID,Company,Location,Date,Time,Rocket,Mission,RocketStatus,Price,MissionStatus
180,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",7/21/1962,0:56:00,Thor DM-21 Agena-B,FTV 1130,Retired,,Success
181,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",7/22/1962,9:21:00,Atlas-LV3 Agena-B,Mariner 1,Retired,,Failure
182,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",7/28/1962,0:30:00,Thor DM-21 Agena-B,FTV 1131,Retired,,Success
183,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",7/28/1962,9:18:00,Vostok-2,Cosmos 7,Retired,,Success
184,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",8/2/1962,0:17:00,Thor DM-21 Agena-D,FTV 1152,Retired,,Success
185,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",8/5/1962,17:59:00,Atlas-LV3 Agena-B,Samos 10,Retired,,Success
186,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",8/11/1962,8:30:00,Vostok,Vostok 3,Retired,,Success
187,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",8/12/1962,8:02:00,Vostok,Vostok 4,Retired,,Success
188,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",8/18/1962,15:00:00,Cosmos-2I (63S1),Cosmos 8,Retired,,Success
189,US Air Force,"SLC-5, Vandenberg AFB, California, USA",8/23/1962,11:44:00,Scout X-2M,DSAP-1 F2 (Program 35),Retired,,Success
190,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",8/25/1962,2:56:00,Molniya,2MV-1 nâ€ Â­1 (Venera 2),Retired,,Failure
191,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",8/27/1962,6:53:00,Atlas-LV3 Agena-B,Mariner 2,Retired,,Success
192,US Air Force,"SLC-2W, Vandenberg AFB, California, USA",8/29/1962,1:00:00,Thor DM-21 Agena-D,FTV 1153,Retired,,Success
193,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",9/1/1962,2:12:00,Molniya,2MV-1 nâ€ Â­2 (Venera 2),Retired,,Failure
194,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",9/1/1962,20:39:00,Thor DM-21 Agena-B,FTV 1132,Retired,,Success
195,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",9/12/1962,0:59:00,Molniya,2MV-2 nâ€ Â­1 (Venera 2),Retired,,Failure
196,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",9/17/1962,23:46:00,Thor DM-21 Agena-B,FTV 1133 & ERS-2,Retired,,Success
197,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",9/18/1962,8:53:00,Thor DM-19 Delta,TIROS-6,Retired,,Success
198,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",9/27/1962,9:40:00,Vostok-2,Cosmos 9,Retired,,Success
199,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",9/29/1962,6:05:00,Thor DM-21 Agena-B,Alouette 1 & TAVE,Retired,,Success
200,US Air Force,"SLC-2W, Vandenberg AFB, California, USA",9/29/1962,23:34:00,Thor DM-21 Agena-D,FTV 1154,Retired,,Success
201,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA",10/2/1962,22:11:00,Delta A,Explorer 14,Retired,,Success
202,NASA,"LC-14, Cape Canaveral AFS, Florida, USA",10/3/1962,9:13:00,Atlas-D Mercury,Sigma 7 (MA-8),Retired,,Success
203,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",10/9/1962,18:35:00,Thor DM-21 Agena-B,FTV 1134,Retired,,Success
204,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10/17/1962,9:00:00,Vostok-2,Cosmos 10,Retired,,Success
205,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",10/18/1962,16:59:00,Atlas-LV3 Agena-B,Ranger 5,Retired,,Success
206,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",10/20/1962,4:00:00,Cosmos-2I (63S1),Cosmos 11,Retired,,Success
207,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10/24/1962,17:55:00,Molniya,2MV-4 nâ€ Â­1 (Mars 1),Retired,,Failure
208,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",10/25/1962,7:00:00,Cosmos-2I (63S1),1MS #2,Retired,,Failure
209,US Air Force,"SLC-2W, Vandenberg AFB, California, USA",10/26/1962,16:14:00,Thor DM-21 Agena-D,STARAD,Retired,,Success
210,US Air Force,"SLC-17B, Cape Canaveral AFS, Florida, USA",10/27/1962,23:15:00,Delta A,Explorer 15,Retired,,Success
211,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",10/31/1962,8:08:00,Thor-DM21 Ablestar,ANNA 1B,Retired,,Success
212,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",11/1/1962,16:14:00,Molniya,Mars 1,Retired,,Success
213,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",11/4/1962,15:35:00,Molniya,2MV-3 nâ€ Â­1 (Mars 2),Retired,,Failure
214,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",11/5/1962,22:04:00,Thor DM-21 Agena-B,FTV 1136,Retired,,Success
215,General Dynamics,"SLC-3W, Vandenberg AFB, California, USA",11/11/1962,20:17:00,Atlas-LV3 Agena-B,Samos 11,Retired,,Success
216,US Air Force,"SLC-1W (75-3-4), Vandenberg AFB, California, USA",11/24/1962,22:01:00,Thor DM-21 Agena-B,FTV 1135,Retired,,Success
217,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",12/4/1962,21:30:00,Thor DM-21 Agena-D,FTV 1155,Retired,,Success
218,US Air Force,"SLC-2E (75-1-1), Vandenberg AFB, California, USA",12/13/1962,4:07:00,Thor DM-21 Agena-D,Injun 3 & Others,Retired,,Success
219,US Air Force,"SLC-17A, Cape Canaveral AFS, Florida, USA",12/13/1962,23:30:00,Delta B,Relay 1,Retired,,Success
220,US Air Force,"SLC-1E (75-3-5), Vandenberg AFB, California, USA",12/14/1962,21:26:00,Thor DM-21 Agena-D,FTV 1156,Retired,,Success
221,NASA,"LA-3, Wallops Flight Facility, Virginia, USA",12/16/1962,14:33:00,Scout X-3,Explorer 16 (S-55B),Retired,,Success
222,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",12/17/1962,20:36:00,Atlas-LV3 Agena-B,Midas 6,Retired,,Failure
223,US Air Force,"SLC-5, Vandenberg AFB, California, USA",12/19/1962,1:25:00,Scout X-3,Transit-5A 1,Retired,,Success
224,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",12/22/1962,9:24:00,Vostok-2,Cosmos 12,Retired,,Success
225,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1/4/1963,8:49:00,Molniya,E-6 nâ€ Â­1 (Luna 4),Retired,,Failure
226,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2/3/1963,9:29:00,Molniya,E-6 nâ€ Â­2 (Luna 4),Retired,,Failure
227,US Air Force,"SLC-5, Vandenberg AFB, California, USA",2/19/1963,16:33:00,Scout X-3M,DSAP-1 F3 (Program 35),Retired,,Success
228,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",3/21/1963,8:30:00,Vostok-2,Cosmos 13,Retired,,Success
229,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",4/2/1963,8:04:00,Molniya,Luna 4,Retired,,Success
230,US Air Force,"SLC-5, Vandenberg AFB, California, USA",4/5/1963,3:01:00,Scout X-3,Transit-5A 2,Retired,,Failure
231,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",4/6/1963,3:01:00,Cosmos-2I (63S1),DS-P1 #2,Retired,,Failure
232,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",4/13/1963,11:00:00,Cosmos-2I (63S1),Cosmos 14,Retired,,Success
233,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",4/22/1963,8:30:00,Vostok-2,Cosmos 15,Retired,,Success
234,US Air Force,"SLC-5, Vandenberg AFB, California, USA",4/26/1963,,Scout X-2M,DSAP-1 F4 (Program 35),Retired,,Failure
235,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",4/28/1963,8:49:00,Vostok-2,Cosmos 16,Retired,,Success
236,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",5/9/1963,20:06:00,Atlas-LV3 Agena-B,Midas 7,Retired,,Success
237,NASA,"LC-14, Cape Canaveral AFS, Florida, USA",5/15/1963,13:04:00,Atlas-D Mercury,Faith 7 (MA-9),Retired,,Success
238,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",5/22/1963,3:00:00,Cosmos-2I (63S1),Cosmos 17,Retired,,Success
239,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",5/24/1963,10:34:00,Vostok-2,Cosmos 18,Retired,,Success
240,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",6/1/1963,,Cosmos-2I (63S1),DS-MT #1,Retired,,Failure
241,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",6/12/1963,,Atlas-LV3 Agena-B,Midas 8,Retired,,Failure
242,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",6/14/1963,11:58:00,Vostok,Vostok 5,Retired,,Success
243,US Air Force,"SLC-5, Vandenberg AFB, California, USA",6/16/1963,1:49:00,Scout X-3,Transit-5A 3,Retired,,Success
244,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",6/16/1963,9:29:00,Vostok,Vostok 6,Retired,,Success
245,US Air Force,"SLC-5, Vandenberg AFB, California, USA",6/28/1963,21:19:00,Scout X-4,CRL-1 (GRS),Retired,,Success
246,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",7/10/1963,10:03:00,Vostok-2,Zenit-2 nâ€ Â­12,Retired,,Failure
247,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",7/12/1963,20:46:00,Atlas-LV3 Agena-D,KH-7 Gambit 4001,Retired,,Success
248,General Dynamics,"SLC-3E, Vandenberg AFB, California, USA",7/19/1963,3:51:00,Atlas-LV3 Agena-B,Midas 9,Retired,,Success
249,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",8/6/1963,6:00:00,Cosmos-2I (63S1),Cosmos 19,Retired,,Success
250,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",8/22/1963,6:00:00,Cosmos-2I (63S1),DS-A1 #3,Retired,,Failure
251,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",9/6/1963,19:30:00,Atlas-LV3 Agena-D,KH-7 Gambit 4002,Retired,,Success
252,US Air Force,"SLC-5, Vandenberg AFB, California, USA",9/27/1963,11:17:00,Scout X-2B,DSAP-1 F5 (Program 35),Retired,,Failure
253,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",10/17/1963,2:37:00,Atlas-LV3 Agena-D,Vela 1A/1B,Retired,,Success
254,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10/18/1963,9:29:00,Vostok-2,Cosmos 20,Retired,,Success
255,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",10/24/1963,4:30:00,Cosmos-2I (63S1),DS-A1 #4,Retired,,Failure
256,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",10/25/1963,18:59:00,Atlas-LV3 Agena-D,KH-7 Gambit 4003,Retired,,Success
257,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",11/1/1963,8:56:00,Poliot,Poliot-1,Retired,,Success
258,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",11/11/1963,6:23:00,Molniya,Cosmos 21,Retired,,Success
259,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",11/16/1963,10:34:00,Voskhod,Cosmos 22,Retired,,Success
260,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",11/27/1963,19:03:00,Atlas-LV3C Centaur-B,AC-2 (Test Vehicle),Retired,,Success
261,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",11/28/1963,9:19:00,Vostok-2,Zenit-2 nâ€ Â­14,Retired,,Failure
262,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",12/13/1963,14:15:00,Cosmos-2I (63S1),Cosmos 23,Retired,,Success
263,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",12/18/1963,21:45:00,Atlas-LV3 Agena-D,KH-7 Gambit 4004,Retired,,Success
264,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",12/19/1963,9:28:00,Vostok-2,Cosmos 24,Retired,,Success
265,NASA,"SLC-5, Vandenberg AFB, California, USA",12/19/1963,18:49:00,Scout X-4,Explorer 19 (AD-A),Retired,,Success
266,NASA,"LC-34, Cape Canaveral AFS, Florida, USA",1/29/1964,16:25:00,Saturn I,SA-5,Retired,,Success
267,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",1/30/1964,9:45:00,Vostok,Elektron 1 & 2,Retired,,Success
268,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",1/30/1964,15:49:00,Atlas-LV3 Agena-B,Ranger 6,Retired,,Success
269,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2/19/1964,5:47:00,Molniya,3MV-1 nâ€ Â­2 (Zond 1),Retired,,Failure
270,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",2/25/1964,18:59:00,Atlas-LV3 Agena-D,KH-7 Gambit 4005,Retired,,Success
271,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",2/27/1964,13:26:00,Cosmos-2I (63S1),Cosmos 25,Retired,,Success
272,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",3/11/1964,20:14:00,Atlas-LV3 Agena-D,KH-7 Gambit 4006,Retired,,Success
273,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",3/18/1964,15:07:00,Cosmos-2I (63S1),Cosmos 26,Retired,,Success
274,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",3/21/1964,8:15:00,Molniya,E-6 nâ€ Â­6,Retired,,Failure
275,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",3/27/1964,3:24:00,Molniya,Cosmos 27,Retired,,Partial Failure
276,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",4/2/1964,2:42:00,Molniya,Zond 1,Retired,,Success
277,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",4/4/1964,9:45:00,Vostok-2,Cosmos 28,Retired,,Success
278,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",4/8/1964,16:01:00,Titan II GLV,Gemini 1,Retired,,Success
279,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",4/12/1964,9:31:00,Poliot,Poliot-2,Retired,,Success
280,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",4/20/1964,8:08:00,Molniya,E-6 nâ€ Â­5 (Luna 5),Retired,,Failure
281,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",4/23/1964,16:19:00,Atlas-LV3 Agena-D,KH-7 Gambit 4007,Retired,,Success
282,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",4/25/1964,10:21:00,Vostok-2,Cosmos 29,Retired,,Success
283,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",5/18/1964,9:42:00,Voskhod,Cosmos 30,Retired,,Success
284,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",5/19/1964,19:21:00,Atlas-LV3 Agena-D,KH-7 Gambit 4008,Retired,,Success
285,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",5/28/1964,17:07:00,Saturn I,A-101,Retired,,Success
286,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",6/4/1964,4:00:00,Molniya,Molniya-1 nâ€ Â­1,Retired,,Failure
287,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",6/6/1964,6:00:00,Cosmos-2I (63S1),Cosmos 31,Retired,,Success
288,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",6/10/1964,11:00:00,Vostok-2,Cosmos 32,Retired,,Success
289,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",6/23/1964,10:00:00,Vostok-2,Cosmos 33,Retired,,Success
290,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",6/30/1964,14:04:00,Atlas-LV3C Centaur-C,AC-3 (Test Vehicle),Retired,,Failure
291,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",7/1/1964,11:00:00,Voskhod,Cosmos 34,Retired,,Success
292,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",7/6/1964,18:51:00,Atlas-LV3 Agena-D,KH-7 Gambit 4009,Retired,,Success
293,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",7/10/1964,,Vostok,Elektron 3 & 4,Retired,,Success
294,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",7/15/1964,11:27:00,Vostok-2,Cosmos 35,Retired,,Success
295,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",7/17/1964,2:37:00,Atlas-LV3 Agena-D,Vela 2A/2B,Retired,,Success
296,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",7/28/1964,16:50:00,Atlas-LV3 Agena-B,Ranger 7,Retired,,Success
297,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",7/30/1964,3:36:00,Cosmos-2I (63S1),Cosmos 36,Retired,,Success
298,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",8/14/1964,9:30:00,Vostok-2,Cosmos 37,Retired,,Success
299,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",8/14/1964,22:00:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4010,Retired,,Success
300,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",8/18/1964,9:15:00,Cosmos-1 (65S3),"Cosmos 38, 39 & 40",Retired,,Success
301,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",8/22/1964,7:21:00,Molniya,Cosmos 41,Retired,,Success
302,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",8/22/1964,11:02:00,Cosmos-2I (63S1),Cosmos 42 & 43,Retired,,Success
303,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",8/28/1964,16:00:00,Vostok-2M,Cosmos 44,Retired,,Success
304,US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA",9/1/1964,15:00:00,Titan IIIA,Transtage 1,Retired,63.23,Failure
305,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",9/5/1964,1:23:00,Atlas-LV3 Agena-B,OGO 1,Retired,,Success
306,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",9/13/1964,9:45:00,Voskhod,Cosmos 45,Retired,,Success
307,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",9/18/1964,16:22:00,Saturn I,A-102,Retired,,Success
308,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",9/23/1964,13:10:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4011,Retired,,Success
309,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",9/24/1964,12:04:00,Vostok-2,Cosmos 46,Retired,,Success
310,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10/6/1964,7:00:00,Voskhod,Cosmos 47,Retired,,Success
311,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",10/8/1964,,Atlas-SLV3 Agena-D,KH-7 Gambit 4012,Retired,,Failure
312,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",10/12/1964,7:30:00,Voskhod,Voskhod 1,Retired,,Success
313,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",10/14/1964,10:00:00,Vostok-2,Cosmos 48,Retired,,Success
314,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",10/23/1964,18:30:00,Atlas-LV3 Agena-D,KH-7 Gambit 4013,Retired,,Success
315,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",10/23/1964,,Cosmos-1 (65S3),"Strela-1 #4, 5, 6",Retired,,Failure
316,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",10/24/1964,5:16:00,Cosmos-2I (63S1),Cosmos 49,Retired,,Success
317,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",10/28/1964,10:40:00,Vostok-2,Cosmos 50,Retired,,Success
318,General Dynamics,"LC-13, Cape Canaveral AFS, Florida, USA",11/5/1964,19:22:00,Atlas-LV3 Agena-D,Mariner 3,Retired,,Failure
319,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",11/28/1964,14:22:00,Atlas-LV3 Agena-D,Mariner 4,Retired,,Success
320,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",11/30/1964,13:12:00,Molniya,Zond 2,Retired,,Success
321,RVSN USSR,"Mayak-2, Kapustin Yar, Russia",12/1/1964,,Cosmos-2I (63S1),DS-2 #2,Retired,,Failure
322,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",12/4/1964,18:57:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4014,Retired,,Success
323,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",12/9/1964,23:02:00,Cosmos-2I (63S1),Cosmos 51,Retired,,Success
324,US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA",12/10/1964,16:52:00,Titan IIIA,Transtage 2,Retired,63.23,Success
325,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",12/11/1964,14:25:00,Atlas-LV3C Centaur-C,Surveyor-Model 1,Retired,,Partial Failure
326,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",1/11/1965,9:29:00,Vostok-2,Cosmos 52,Retired,,Success
327,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",1/19/1965,14:04:00,Titan II GLV,Gemini 2,Retired,,Success
328,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",1/21/1965,20:09:00,Atlas-D OV1,OV1-1,Retired,,Failure
329,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",1/23/1965,20:09:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4015,Retired,,Success
330,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",1/30/1965,9:36:00,Cosmos-2I (63S1),Cosmos 53,Retired,,Success
331,US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA",2/11/1965,15:19:00,Titan IIIA,LES 1,Retired,63.23,Success
332,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",2/12/1965,12:00:00,Cosmos-2I (63S1),DS-P1 You #2,Retired,,Failure
333,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2/16/1965,14:37:00,Saturn I,A-103,Retired,,Success
334,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",2/17/1965,17:05:00,Atlas-LV3 Agena-B,Ranger 8,Retired,,Success
335,RVSN USSR,"Site 86/1, Kapustin Yar, Russia",2/20/1965,6:30:00,Cosmos-2I (63S1),DS-A1 #6,Retired,,Failure
336,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",2/21/1965,11:00:00,Cosmos-1 (65S3),"Cosmos 54, 55 & 56",Retired,,Success
337,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",2/22/1965,7:30:00,Voskhod,Cosmos 57,Retired,,Success
338,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",2/26/1965,5:01:00,Vostok-2M,Cosmos 58,Retired,,Success
339,General Dynamics,"SLC-36A, Cape Canaveral AFS, Florida, USA",3/2/1965,13:25:00,Atlas-LV3C Centaur-C,Surveyor-SD 1,Retired,,Failure
340,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",3/7/1965,8:59:00,Voskhod,Cosmos 59,Retired,,Success
341,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",3/12/1965,9:36:00,Molniya,Cosmos 60,Retired,,Success
342,General Dynamics,"SLC-4W, Vandenberg AFB, California, USA",3/12/1965,19:25:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4016,Retired,,Success
343,RVSN USSR,"Site 41/15, Baikonur Cosmodrome, Kazakhstan",3/15/1965,11:00:00,Cosmos-1 (65S3),"Cosmos 61, 62 & 63",Retired,,Success
344,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",3/18/1965,7:00:00,Voskhod,Voskhod 2,Retired,,Success
345,General Dynamics,"LC-12, Cape Canaveral AFS, Florida, USA",3/21/1965,21:37:00,Atlas-LV3 Agena-B,Ranger 9,Retired,,Success
346,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",3/23/1965,14:24:00,Titan II GLV,Gemini 3,Retired,,Success
347,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",3/25/1965,10:00:00,Vostok-2,Cosmos 64,Retired,,Success
348,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",4/3/1965,21:25:00,Atlas-SLV3 Agena-D,SNAPSHOT,Retired,,Success
349,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",4/10/1965,8:15:00,Molniya,E-6 nâ€ Â­8 (Luna),Retired,,Failure
350,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",4/17/1965,9:50:00,Voskhod,Cosmos 65,Retired,,Success
351,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",4/23/1965,1:55:00,Molniya,Molniya-1 nâ€ Â­3,Retired,,Success
352,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",4/28/1965,20:17:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4017,Retired,,Success
353,US Air Force,"SLC-20, Cape Canaveral AFS, Florida, USA",5/6/1965,15:00:00,Titan IIIA,LES 2 & LCS 1,Retired,63.23,Success
354,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",5/7/1965,9:29:00,Vostok-2,Cosmos 66,Retired,,Success
355,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",5/9/1965,7:45:00,Molniya,Luna 5,Retired,,Success
356,NASA,"SLC-37B, Cape Canaveral AFS, Florida, USA",5/25/1965,7:35:00,Saturn I,A-104,Retired,,Success
357,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",5/25/1965,10:50:00,Voskhod,Cosmos 67,Retired,,Success
358,General Dynamics,"SLC-4E, Vandenberg AFB, California, USA",5/27/1965,19:30:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4018,Retired,,Success
359,General Dynamics,"LC-576B3, Vandenberg AFB, California, USA",5/28/1965,2:54:00,Atlas-D OV1,OV1-3,Retired,,Failure
360,NASA,"LC-19, Cape Canaveral AFS, Florida, USA",6/3/1965,15:15:00,Titan II GLV,Gemini IV,Retired,,Success
361,RVSN USSR,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",6/8/1965,7:41:00,Molniya,Luna 6,Retired,,Success
362,RVSN USSR,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",6/15/1965,9:43:00,Vostok-2,Cosmos 68,Retired,,Success
